Pattern,HitRate,AvgAccessTime,MissCount
sequential,0,2.48388e-07,100000
circular,0,2.4375e-07,100000
random,0.00172,3.47184e-07,99828
zipf,0.12363,2.99762e-07,87637
locality,0.15713,2.87743e-07,84287
burst,0.00026,3.47314e-07,99974
mixed,0.04881,2.92904e-07,95119
